cycle,timestamp_iso,elapsed_s,avg_latency_ms,error_rate,is_anomaly,action,inference_ms,total_cycle_ms
1,2026-07-22T03:30:34.174656,0.4,82.3,0.00,False,NONE,2,2
2,2026-07-22T03:30:39.467900,5.7,58.1,0.00,False,NONE,2,2
3,2026-07-22T03:30:44.830194,11.1,66.5,0.00,False,NONE,2,2
4,2026-07-22T03:30:50.154096,16.4,63.7,0.00,False,NONE,2,2
5,2026-07-22T03:30:55.461896,21.7,60.3,0.00,False,NONE,3,3
6,2026-07-22T03:31:00.804651,27.1,62.5,0.00,False,NONE,2,2
7,2026-07-22T03:31:06.132878,32.4,60.6,0.00,False,NONE,2,2
8,2026-07-22T03:31:11.468799,37.7,61.3,0.00,False,NONE,2,2
9,2026-07-22T03:31:16.791293,43.0,61.0,0.00,False,NONE,2,2
10,2026-07-22T03:31:22.112702,48.4,62.9,0.00,False,NONE,3,3
11,2026-07-22T03:31:27.422951,53.7,58.4,0.00,False,NONE,2,2
12,2026-07-22T03:31:32.751805,59.0,60.8,0.00,False,NONE,3,3
13,2026-07-22T03:31:38.104403,64.3,65.1,0.00,False,NONE,3,3
14,2026-07-22T03:31:45.671497,71.9,508.2,0.00,True,SCALE_UP,3,20
15,2026-07-22T03:31:51.900748,78.1,242.4,0.00,True,SCALE_UP,3,14
16,2026-07-22T03:31:57.242523,83.5,63.1,0.00,False,NONE,3,3
17,2026-07-22T03:32:02.561187,88.8,58.4,0.00,False,NONE,2,2
18,2026-07-22T03:32:09.693642,95.9,423.1,0.00,True,SCALE_UP,2,13
19,2026-07-22T03:32:16.377769,102.6,333.6,0.00,True,SCALE_UP,2,12
20,2026-07-22T03:32:21.717695,108.0,64.7,0.00,False,NONE,2,2
21,2026-07-22T03:32:28.017586,114.3,252.7,0.00,True,SCALE_UP,2,12
22,2026-07-22T03:32:34.269171,120.5,245.2,0.00,True,SCALE_UP,2,12
23,2026-07-22T03:32:40.475031,126.7,238.2,0.00,True,SCALE_UP,2,11
24,2026-07-22T03:32:47.147783,133.4,331.4,0.00,True,SCALE_UP,2,12
25,2026-07-22T03:32:53.365665,139.6,240.6,0.00,True,SCALE_UP,2,11
26,2026-07-22T03:32:58.695104,144.9,64.6,0.00,False,NONE,2,2
27,2026-07-22T03:33:04.913660,151.2,240.4,0.00,True,SCALE_UP,2,13
28,2026-07-22T03:33:10.575833,156.8,131.4,0.40,True,RETRY,2,2
29,2026-07-22T03:33:17.233821,163.5,328.4,0.00,True,SCALE_UP,2,12
30,2026-07-22T03:33:23.345585,169.6,216.9,0.40,True,SCALE_UP,2,11
31,2026-07-22T03:33:29.011484,175.3,132.2,0.40,True,RETRY,2,2
32,2026-07-22T03:33:34.607916,180.9,113.2,0.80,True,FALLBACK,2,2
33,2026-07-22T03:33:39.903656,186.1,58.1,0.00,False,NONE,2,2
34,2026-07-22T03:33:45.544353,191.8,127.0,0.40,True,RETRY,2,2
35,2026-07-22T03:33:51.770000,198.0,241.8,0.00,True,SCALE_UP,2,13
36,2026-07-22T03:33:57.989740,204.2,240.8,0.00,True,SCALE_UP,2,12
37,2026-07-22T03:34:04.158742,210.4,230.4,0.20,True,SCALE_UP,2,13
38,2026-07-22T03:34:10.343223,216.6,233.2,0.20,True,SCALE_UP,3,14
39,2026-07-22T03:34:17.917442,224.2,508.7,0.00,True,SCALE_UP,2,12
40,2026-07-22T03:34:24.618841,230.9,337.0,0.00,True,SCALE_UP,2,13
41,2026-07-22T03:34:30.867636,237.1,241.8,0.00,True,SCALE_UP,2,14
42,2026-07-22T03:34:38.024789,244.3,427.7,0.40,True,SCALE_UP,3,15
43,2026-07-22T03:34:44.588485,250.8,307.1,0.40,True,SCALE_UP,2,12
44,2026-07-22T03:34:50.924466,257.2,266.1,0.60,True,FALLBACK,2,2
45,2026-07-22T03:34:56.545134,262.8,123.0,0.60,True,FALLBACK,2,2
46,2026-07-22T03:35:02.893391,269.1,266.0,0.60,True,FALLBACK,2,2
47,2026-07-22T03:35:08.191599,274.4,58.4,0.00,False,NONE,2,2
48,2026-07-22T03:35:14.407044,280.7,240.0,0.00,True,SCALE_UP,2,12
49,2026-07-22T03:35:19.598365,285.8,36.9,0.40,True,RETRY,3,3
50,2026-07-22T03:35:25.237262,291.5,126.8,0.40,True,RETRY,2,2
51,2026-07-22T03:35:30.440014,296.7,36.6,0.40,True,RETRY,2,2
52,2026-07-22T03:35:35.710892,302.0,53.0,0.20,True,RETRY,2,2
53,2026-07-22T03:35:41.010683,307.3,54.7,0.20,True,RETRY,2,2
54,2026-07-22T03:35:46.609199,312.9,115.8,0.60,True,FALLBACK,2,2
55,2026-07-22T03:35:53.288501,319.5,332.1,0.00,True,SCALE_UP,2,15
56,2026-07-22T03:35:59.512710,325.8,241.3,0.20,True,SCALE_UP,2,14
57,2026-07-22T03:36:05.774002,332.0,249.0,0.00,True,SCALE_UP,2,12
58,2026-07-22T03:36:15.911169,342.2,1021.4,0.20,True,SCALE_UP,2,12
59,2026-07-22T03:36:25.324799,351.6,879.5,0.40,True,SCALE_UP,2,13
