ts,elapsed_s,latency_ms,ok,sla_violated
1784659567.763,0.1,86.4,True,False
1784659567.924,0.2,60.6,True,False
1784659568.085,0.4,60.4,True,False
1784659568.246,0.6,60.8,True,False
1784659568.406,0.7,59.8,True,False
1784659568.567,0.9,60.3,True,False
1784659568.727,1.1,59.9,True,False
1784659568.887,1.2,59.3,True,False
1784659569.056,1.4,69.0,True,False
1784659569.216,1.5,60.0,True,False
1784659569.376,1.7,59.8,True,False
1784659569.537,1.9,60.3,True,False
1784659569.697,2.0,60.2,True,False
1784659569.858,2.2,61.0,True,False
1784659570.019,2.3,60.7,True,False
1784659570.180,2.5,60.3,True,False
1784659570.341,2.7,60.0,True,False
1784659570.502,2.8,60.9,True,False
1784659570.662,3.0,59.7,True,False
1784659570.822,3.1,60.2,True,False
1784659570.983,3.3,60.3,True,False
1784659571.143,3.5,60.1,True,False
1784659571.303,3.6,59.9,True,False
1784659571.463,3.8,59.3,True,False
1784659571.623,3.9,59.9,True,False
1784659571.782,4.1,59.5,True,False
1784659571.943,4.3,59.9,True,False
1784659572.103,4.4,59.7,True,False
1784659572.263,4.6,59.6,True,False
1784659572.423,4.7,60.1,True,False
1784659572.584,4.9,60.6,True,False
1784659572.744,5.1,59.8,True,False
1784659572.920,5.2,76.4,True,False
1784659573.080,5.4,59.3,True,False
1784659573.240,5.6,59.8,True,False
1784659573.400,5.7,59.6,True,False
1784659573.560,5.9,59.7,True,False
1784659573.720,6.0,59.6,True,False
1784659573.880,6.2,59.0,True,False
1784659574.061,6.4,80.7,True,False
1784659574.221,6.5,59.6,True,False
1784659574.380,6.7,59.0,True,False
1784659574.540,6.9,59.3,True,False
1784659574.699,7.0,59.5,True,False
1784659574.859,7.2,59.5,True,False
1784659575.019,7.3,59.6,True,False
1784659575.180,7.5,59.4,True,False
1784659575.341,7.7,61.4,True,False
1784659575.501,7.8,59.6,True,False
1784659575.675,8.0,73.4,True,False
1784659575.835,8.2,60.2,True,False
1784659575.995,8.3,59.0,True,False
1784659576.154,8.5,58.9,True,False
1784659576.314,8.6,59.5,True,False
1784659576.473,8.8,59.3,True,False
1784659576.634,9.0,60.1,True,False
1784659576.793,9.1,59.6,True,False
1784659576.953,9.3,59.7,True,False
1784659577.113,9.4,59.2,True,False
1784659577.273,9.6,59.4,True,False
1784659577.433,9.8,59.6,True,False
1784659577.593,9.9,59.6,True,False
1784659577.753,10.1,60.0,True,False
1784659577.914,10.2,60.1,True,False
1784659578.087,10.4,72.9,True,False
1784659578.248,10.6,60.1,True,False
1784659578.408,10.7,59.6,True,False
1784659578.568,10.9,59.9,True,False
1784659578.740,11.1,72.4,True,False
1784659578.901,11.2,60.1,True,False
1784659579.060,11.4,59.5,True,False
1784659579.220,11.5,59.6,True,False
1784659579.380,11.7,59.6,True,False
1784659579.540,11.9,59.6,True,False
1784659579.700,12.0,59.5,True,False
1784659579.859,12.2,59.5,True,False
