ts,elapsed_s,latency_ms,ok,sla_violated
1784657323.905,0.1,96.9,True,False
1784657324.084,0.3,78.5,True,False
1784657324.267,0.5,82.4,True,False
1784657324.431,0.6,63.5,True,False
1784657324.606,0.8,74.8,True,False
1784657324.779,1.0,72.7,True,False
1784657324.939,1.1,59.5,True,False
1784657325.118,1.3,78.7,True,False
1784657325.278,1.5,59.0,True,False
1784657325.438,1.6,59.4,True,False
1784657325.599,1.8,61.0,True,False
1784657325.759,2.0,59.5,True,False
1784657325.919,2.1,58.9,True,False
1784657326.079,2.3,59.8,True,False
1784657326.249,2.4,70.1,True,False
1784657326.409,2.6,59.2,True,False
1784657326.568,2.8,59.0,True,False
1784657326.746,2.9,77.1,True,False
1784657326.904,3.1,58.9,True,False
1784657327.065,3.3,59.9,True,False
1784657327.225,3.4,59.3,True,False
1784657327.384,3.6,59.5,True,False
1784657327.544,3.7,59.5,True,False
1784657327.703,3.9,59.0,True,False
1784657327.864,4.1,59.5,True,False
1784657328.023,4.2,58.9,True,False
1784657328.182,4.4,59.1,True,False
1784657328.342,4.5,59.6,True,False
1784657328.502,4.7,59.6,True,False
1784657328.663,4.9,60.7,True,False
1784657328.823,5.0,59.7,True,False
1784657328.992,5.2,68.4,True,False
1784657329.163,5.4,70.7,True,False
1784657329.322,5.5,59.3,True,False
1784657329.483,5.7,60.5,True,False
1784657329.643,5.8,59.2,True,False
1784657329.803,6.0,59.6,True,False
1784657329.963,6.2,59.5,True,False
1784657330.122,6.3,59.1,True,False
1784657330.282,6.5,59.4,True,False
1784657330.441,6.6,58.8,True,False
1784657330.601,6.8,59.1,True,False
1784657330.760,7.0,58.9,True,False
1784657330.920,7.1,59.9,True,False
1784657331.080,7.3,59.3,True,False
1784657331.240,7.4,60.2,True,False
1784657331.400,7.6,59.5,True,False
1784657331.560,7.8,59.4,True,False
1784657331.719,7.9,59.1,True,False
1784657331.879,8.1,59.3,True,False
1784657332.038,8.2,59.1,True,False
1784657332.198,8.4,59.6,True,False
1784657332.357,8.5,59.2,True,False
1784657332.518,8.7,60.0,True,False
1784657332.694,8.9,76.3,True,False
1784657332.854,9.0,59.3,True,False
1784657333.013,9.2,58.7,True,False
1784657333.172,9.4,59.2,True,False
1784657333.332,9.5,59.2,True,False
1784657333.490,9.7,58.5,True,False
1784657333.650,9.8,59.0,True,False
1784657333.810,10.0,59.4,True,False
1784657333.970,10.2,59.5,True,False
1784657334.129,10.3,59.2,True,False
1784657334.289,10.5,59.4,True,False
1784657334.448,10.6,58.9,True,False
1784657334.607,10.8,58.7,True,False
1784657334.767,11.0,59.0,True,False
1784657334.927,11.1,59.6,True,False
1784657335.087,11.3,59.8,True,False
1784657335.247,11.4,59.7,True,False
1784657335.407,11.6,59.2,True,False
1784657335.566,11.8,59.2,True,False
1784657335.725,11.9,59.4,True,False
1784657335.885,12.1,59.4,True,False
1784657336.045,12.2,59.5,True,False
1784657336.204,12.4,59.4,True,False
1784657336.364,12.6,59.4,True,False
1784657336.523,12.7,59.2,True,False
1784657336.704,12.9,79.7,True,False
1784657336.862,13.1,58.7,True,False
1784657337.022,13.2,59.6,True,False
1784657337.183,13.4,60.0,True,False
1784657337.342,13.5,59.2,True,False
1784657337.501,13.7,59.2,True,False
1784657337.661,13.9,59.4,True,False
1784657337.821,14.0,59.6,True,False
1784657337.984,14.2,62.4,True,False
1784657338.144,14.3,60.3,True,False
1784657338.305,14.5,59.7,True,False
1784657338.466,14.7,60.8,True,False
1784657338.627,14.8,60.7,True,False
1784657338.787,15.0,60.5,True,False
1784657338.950,15.1,62.5,True,False
1784657339.111,15.3,60.2,True,False
1784657339.271,15.5,59.6,True,False
1784657339.430,15.6,58.7,True,False
1784657339.589,15.8,59.3,True,False
1784657339.749,15.9,59.2,True,False
1784657339.908,16.1,59.2,True,False
1784657340.069,16.3,60.0,True,False
1784657340.228,16.4,59.0,True,False
1784657340.403,16.6,74.8,True,False
1784657340.563,16.8,59.9,True,False
1784657340.722,16.9,59.0,True,False
1784657340.882,17.1,59.3,True,False
1784657341.042,17.2,59.7,True,False
1784657341.202,17.4,59.6,True,False
1784657341.361,17.6,59.2,True,False
1784657341.521,17.7,59.4,True,False
1784657341.681,17.9,59.4,True,False
1784657341.841,18.0,59.8,True,False
1784657342.001,18.2,59.3,True,False
1784657342.161,18.4,59.3,True,False
1784657342.320,18.5,59.1,True,False
1784657342.480,18.7,59.1,True,False
1784657342.639,18.8,59.1,True,False
1784657342.799,19.0,58.9,True,False
1784657342.958,19.1,59.3,True,False
1784657343.118,19.3,59.4,True,False
1784657343.277,19.5,59.1,True,False
1784657343.437,19.6,59.4,True,False
1784657343.597,19.8,59.2,True,False
1784657343.756,19.9,59.4,True,False
1784657343.916,20.1,59.5,True,False
1784657344.076,20.3,59.2,True,False
1784657344.236,20.4,60.0,True,False
1784657344.396,20.6,59.4,True,False
1784657344.556,20.7,59.5,True,False
1784657344.716,20.9,59.9,True,False
1784657344.876,21.1,59.6,True,False
1784657345.036,21.2,59.8,True,False
1784657345.195,21.4,59.1,True,False
1784657345.355,21.5,59.5,True,False
1784657345.515,21.7,59.4,True,False
1784657345.676,21.9,60.6,True,False
1784657345.836,22.0,59.8,True,False
1784657345.995,22.2,59.0,True,False
1784657346.155,22.3,59.9,True,False
1784657346.315,22.5,59.4,True,False
1784657346.475,22.7,59.7,True,False
1784657346.637,22.8,61.6,True,False
1784657346.797,23.0,59.9,True,False
1784657346.957,23.1,59.6,True,False
1784657347.117,23.3,59.8,True,False
1784657347.277,23.5,59.0,True,False
1784657347.436,23.6,59.0,True,False
1784657347.596,23.8,59.5,True,False
1784657347.755,23.9,58.8,True,False
1784657347.915,24.1,59.3,True,False
1784657348.074,24.3,58.8,True,False
1784657348.233,24.4,59.1,True,False
1784657348.394,24.6,59.2,True,False
1784657348.554,24.7,60.1,True,False
1784657348.714,24.9,59.3,True,False
1784657348.874,25.1,59.7,True,False
1784657349.034,25.2,60.0,True,False
1784657349.193,25.4,59.4,True,False
1784657349.353,25.5,59.6,True,False
1784657349.513,25.7,59.7,True,False
1784657349.673,25.9,59.4,True,False
1784657349.833,26.0,59.2,True,False
1784657349.992,26.2,59.2,True,False
1784657350.152,26.3,59.5,True,False
1784657350.312,26.5,59.6,True,False
1784657350.471,26.7,59.1,True,False
1784657350.630,26.8,58.9,True,False
1784657350.790,27.0,59.6,True,False
1784657350.951,27.1,60.7,True,False
1784657351.111,27.3,59.2,True,False
1784657351.280,27.5,68.4,True,False
1784657351.440,27.6,59.7,True,False
1784657351.599,27.8,59.3,True,False
1784657351.760,28.0,60.7,True,False
1784657351.919,28.1,59.0,True,False
1784657352.078,28.3,58.7,True,False
1784657352.258,28.4,79.1,True,False
1784657352.418,28.6,59.8,True,False
1784657352.577,28.8,59.3,True,False
1784657352.737,28.9,59.3,True,False
1784657352.896,29.1,59.0,True,False
1784657353.055,29.2,59.4,True,False
1784657353.214,29.4,58.9,True,False
1784657353.374,29.6,59.7,True,False
1784657353.533,29.7,58.6,True,False
1784657353.692,29.9,59.3,True,False
1784657353.853,30.0,60.2,True,False
1784657354.013,30.2,59.2,True,False
1784657354.173,30.4,59.7,True,False
1784657354.332,30.5,59.1,True,False
1784657354.492,30.7,59.4,True,False
1784657354.652,30.8,59.3,True,False
1784657354.811,31.0,58.9,True,False
1784657354.971,31.2,59.4,True,False
1784657355.132,31.3,60.6,True,False
1784657355.291,31.5,59.5,True,False
1784657355.451,31.6,59.6,True,False
1784657355.611,31.8,59.7,True,False
1784657355.791,32.0,79.6,True,False
1784657355.950,32.1,58.7,True,False
1784657356.110,32.3,59.4,True,False
1784657356.270,32.5,59.8,True,False
1784657356.444,32.6,74.3,True,False
1784657356.604,32.8,59.8,True,False
1784657356.764,33.0,59.3,True,False
1784657356.925,33.1,60.2,True,False
1784657357.085,33.3,59.5,True,False
1784657357.245,33.4,59.5,True,False
1784657357.404,33.6,59.6,True,False
1784657357.564,33.8,59.1,True,False
1784657357.724,33.9,59.5,True,False
1784657357.884,34.1,59.9,True,False
1784657358.058,34.2,74.3,True,False
1784657358.218,34.4,59.2,True,False
1784657358.378,34.6,59.7,True,False
1784657358.537,34.7,59.0,True,False
1784657358.697,34.9,59.5,True,False
1784657358.856,35.0,59.3,True,False
1784657359.015,35.2,59.3,True,False
1784657359.175,35.4,58.8,True,False
1784657359.335,35.5,59.4,True,False
1784657359.495,35.7,59.7,True,False
1784657359.656,35.8,60.4,True,False
1784657359.815,36.0,59.1,True,False
1784657359.975,36.2,59.7,True,False
1784657360.135,36.3,59.1,True,False
1784657360.295,36.5,60.1,True,False
1784657360.454,36.6,58.8,True,False
1784657360.614,36.8,59.1,True,False
1784657360.773,37.0,59.5,True,False
1784657360.933,37.1,59.6,True,False
1784657361.092,37.3,59.3,True,False
1784657361.251,37.4,58.8,True,False
1784657361.411,37.6,59.5,True,False
1784657361.571,37.8,59.8,True,False
1784657361.733,37.9,61.6,True,False
1784657361.892,38.1,59.0,True,False
1784657362.052,38.2,59.5,True,False
1784657362.211,38.4,59.3,True,False
1784657362.371,38.6,59.3,True,False
1784657362.531,38.7,59.4,True,False
1784657362.690,38.9,58.9,True,False
1784657362.849,39.0,59.3,True,False
1784657363.009,39.2,59.1,True,False
1784657363.170,39.4,61.0,True,False
1784657363.331,39.5,59.8,True,False
1784657363.491,39.7,60.1,True,False
1784657363.650,39.8,59.1,True,False
1784657363.810,40.0,59.3,True,False
1784657363.970,40.2,59.4,True,False
1784657364.130,40.3,60.2,True,False
1784657364.290,40.5,59.5,True,False
1784657364.452,40.6,61.7,True,False
1784657364.612,40.8,59.9,True,False
1784657364.772,41.0,59.5,True,False
1784657364.931,41.1,58.7,True,False
1784657365.090,41.3,59.2,True,False
1784657365.250,41.4,59.5,True,False
1784657365.429,41.6,78.8,True,False
1784657365.589,41.8,60.0,True,False
1784657365.750,41.9,60.1,True,False
1784657365.910,42.1,59.9,True,False
1784657366.069,42.3,59.1,True,False
1784657366.229,42.4,59.2,True,False
1784657366.402,42.6,73.1,True,False
1784657366.562,42.8,59.5,True,False
1784657366.722,42.9,59.5,True,False
1784657366.881,43.1,59.5,True,False
1784657367.041,43.2,59.5,True,False
1784657367.201,43.4,59.1,True,False
1784657367.361,43.6,59.7,True,False
1784657367.521,43.7,59.7,True,False
1784657367.680,43.9,58.9,True,False
1784657367.840,44.0,59.3,True,False
1784657367.999,44.2,59.7,True,False
1784657368.159,44.4,59.0,True,False
1784657368.318,44.5,59.1,True,False
1784657368.478,44.7,59.1,True,False
1784657368.638,44.8,59.5,True,False
