cycle,timestamp_iso,elapsed_s,avg_latency_ms,error_rate,is_anomaly,action,inference_ms,total_cycle_ms
1,2026-07-21T03:07:01.627744,0.4,71.3,0.00,False,NONE,2,2
2,2026-07-21T03:07:06.955152,5.7,64.9,0.00,False,NONE,2,2
3,2026-07-21T03:07:12.330934,11.1,69.9,0.00,False,NONE,2,2
4,2026-07-21T03:07:17.687319,16.4,65.4,0.00,False,NONE,2,2
5,2026-07-21T03:07:23.062997,21.8,70.2,0.00,False,NONE,2,2
6,2026-07-21T03:07:28.375767,27.1,61.5,0.00,False,NONE,2,2
7,2026-07-21T03:07:33.736306,32.5,67.5,0.00,False,NONE,2,2
8,2026-07-21T03:07:39.083989,37.8,66.4,0.00,False,NONE,2,2
9,2026-07-21T03:07:44.379746,43.1,58.1,0.00,False,NONE,2,2
10,2026-07-21T03:07:49.698741,48.5,59.8,0.00,False,NONE,2,2
11,2026-07-21T03:07:55.073861,53.8,74.0,0.00,False,NONE,2,2
12,2026-07-21T03:08:00.407217,59.2,60.9,0.00,False,NONE,2,2
13,2026-07-21T03:08:05.750828,64.5,63.1,0.00,False,NONE,3,3
14,2026-07-21T03:08:11.100157,69.9,64.2,0.00,False,NONE,2,2
15,2026-07-21T03:08:16.459034,75.2,66.8,0.00,False,NONE,2,2
16,2026-07-21T03:08:21.789174,80.5,64.9,0.00,False,NONE,2,2
17,2026-07-21T03:08:27.115839,85.9,64.2,0.00,False,NONE,2,2
18,2026-07-21T03:08:33.430290,92.2,254.3,0.00,True,SCALE_UP,2,19
19,2026-07-21T03:08:40.179133,98.9,342.7,0.00,True,SCALE_UP,2,13
20,2026-07-21T03:08:45.512062,104.3,60.6,0.00,False,NONE,2,2
21,2026-07-21T03:08:50.883594,109.6,69.0,0.00,False,NONE,2,2
22,2026-07-21T03:08:57.550010,116.3,327.7,0.00,True,SCALE_UP,2,13
23,2026-07-21T03:09:03.797506,122.6,242.6,0.00,True,SCALE_UP,2,14
24,2026-07-21T03:09:09.141074,127.9,65.1,0.00,False,NONE,2,2
25,2026-07-21T03:09:14.466959,133.2,64.1,0.00,False,NONE,2,2
26,2026-07-21T03:09:19.775883,138.5,60.7,0.00,False,NONE,2,2
27,2026-07-21T03:09:25.113959,143.9,66.6,0.00,False,NONE,2,2
28,2026-07-21T03:09:31.361327,150.1,241.4,0.00,True,SCALE_UP,2,14
29,2026-07-21T03:09:36.668850,155.4,60.5,0.00,False,NONE,2,2
30,2026-07-21T03:09:43.344565,162.1,331.6,0.00,True,SCALE_UP,2,14
31,2026-07-21T03:09:48.947601,167.7,117.2,0.60,True,FALLBACK,2,2
32,2026-07-21T03:09:54.070664,172.8,21.2,0.80,True,FALLBACK,2,2
33,2026-07-21T03:09:59.308021,178.1,41.6,0.40,True,RETRY,2,2
34,2026-07-21T03:10:04.610268,183.4,54.9,0.20,True,RETRY,2,2
35,2026-07-21T03:10:09.928517,188.7,62.6,0.00,False,NONE,2,2
36,2026-07-21T03:10:15.091017,193.8,31.6,0.60,True,FALLBACK,2,2
37,2026-07-21T03:10:20.358041,199.1,49.8,0.20,True,RETRY,2,2
38,2026-07-21T03:10:25.617774,204.4,50.9,0.40,True,RETRY,2,2
39,2026-07-21T03:10:30.822746,209.6,36.8,0.40,True,RETRY,2,2
40,2026-07-21T03:10:36.162731,214.9,64.8,0.00,False,NONE,2,2
41,2026-07-21T03:10:42.409558,221.2,242.0,0.00,True,SCALE_UP,2,14
42,2026-07-21T03:10:47.722280,226.5,61.5,0.00,False,NONE,2,2
43,2026-07-21T03:10:54.439423,233.2,335.5,0.00,True,SCALE_UP,2,13
44,2026-07-21T03:11:00.626620,239.4,229.7,0.20,True,SCALE_UP,2,13
45,2026-07-21T03:11:05.935333,244.7,60.8,0.20,True,RETRY,2,2
46,2026-07-21T03:11:12.647715,251.4,339.1,0.40,True,SCALE_UP,2,13
47,2026-07-21T03:11:18.041635,256.8,73.4,0.00,False,NONE,2,2
48,2026-07-21T03:11:26.224104,265.0,630.7,0.00,True,SCALE_UP,2,13
49,2026-07-21T03:11:31.524390,270.3,55.1,0.20,True,RETRY,2,2
50,2026-07-21T03:11:37.424957,276.2,179.2,0.60,True,FALLBACK,2,2
51,2026-07-21T03:11:42.701131,281.5,49.4,0.20,True,RETRY,2,2
52,2026-07-21T03:11:48.046007,286.8,65.8,0.00,False,NONE,2,2
53,2026-07-21T03:11:53.626303,292.4,110.3,0.80,True,FALLBACK,2,2
54,2026-07-21T03:12:00.089360,298.8,289.1,0.20,True,SCALE_UP,2,14
55,2026-07-21T03:12:05.378984,304.1,52.5,0.20,True,RETRY,2,2
56,2026-07-21T03:12:11.613210,310.4,239.0,0.20,True,SCALE_UP,2,14
57,2026-07-21T03:12:18.460547,317.2,365.9,0.00,True,SCALE_UP,2,14
