cycle,timestamp_iso,elapsed_s,avg_latency_ms,error_rate,is_anomaly,action,inference_ms,total_cycle_ms
1,2026-07-21T03:40:15.902032,0.4,76.2,0.00,False,NONE,2,2
2,2026-07-21T03:40:21.256982,5.7,66.7,0.00,False,NONE,2,2
3,2026-07-21T03:40:26.636148,11.1,70.7,0.00,False,NONE,2,2
4,2026-07-21T03:40:31.953867,16.4,62.4,0.00,False,NONE,2,2
5,2026-07-21T03:40:37.282939,21.8,62.3,0.00,False,NONE,2,2
6,2026-07-21T03:40:42.652372,27.1,68.5,0.00,False,NONE,2,2
7,2026-07-21T03:40:48.004010,32.5,65.0,0.00,False,NONE,2,2
8,2026-07-21T03:40:53.298617,37.8,57.8,0.00,False,NONE,2,2
9,2026-07-21T03:40:58.638888,43.1,67.0,0.00,False,NONE,2,2
10,2026-07-21T03:41:04.018425,48.5,70.0,0.00,False,NONE,2,2
11,2026-07-21T03:41:09.343780,53.8,64.0,0.00,False,NONE,2,2
12,2026-07-21T03:41:14.696162,59.2,64.7,0.00,False,NONE,2,2
13,2026-07-21T03:41:20.030171,64.5,62.6,0.00,False,NONE,2,2
14,2026-07-21T03:41:25.348279,69.8,62.5,0.00,False,NONE,2,2
15,2026-07-21T03:41:30.725606,75.2,70.3,0.00,False,NONE,4,4
16,2026-07-21T03:41:36.086427,80.6,67.3,0.00,False,NONE,2,2
17,2026-07-21T03:41:41.428532,85.9,65.3,0.00,False,NONE,2,2
18,2026-07-21T03:41:47.719984,92.2,249.8,0.00,True,SCALE_UP,2,19
19,2026-07-21T03:41:53.947049,98.4,238.1,0.00,True,SCALE_UP,2,13
20,2026-07-21T03:41:59.243475,103.7,58.2,0.00,False,NONE,2,2
21,2026-07-21T03:42:05.972211,110.5,339.3,0.00,True,SCALE_UP,2,13
22,2026-07-21T03:42:11.305291,115.8,63.0,0.00,False,NONE,2,2
23,2026-07-21T03:42:18.016536,122.5,335.8,0.00,True,SCALE_UP,2,13
24,2026-07-21T03:42:23.356779,127.8,63.0,0.00,False,NONE,2,2
25,2026-07-21T03:42:28.747657,133.2,76.9,0.00,False,NONE,3,3
26,2026-07-21T03:42:34.088970,138.6,67.1,0.00,False,NONE,2,2
27,2026-07-21T03:42:40.327785,144.8,244.3,0.00,True,SCALE_UP,2,13
28,2026-07-21T03:42:45.687702,150.2,67.0,0.00,False,NONE,2,2
29,2026-07-21T03:42:50.859059,155.3,33.3,0.60,True,FALLBACK,2,2
30,2026-07-21T03:42:55.953146,160.4,14.9,0.80,True,FALLBACK,2,2
31,2026-07-21T03:43:02.667945,167.2,334.8,0.00,True,SCALE_UP,2,13
32,2026-07-21T03:43:08.379060,172.9,137.3,0.20,True,RETRY,2,2
33,2026-07-21T03:43:13.503321,178.0,19.7,0.80,True,FALLBACK,2,2
34,2026-07-21T03:43:18.814248,183.3,58.9,0.00,False,NONE,2,2
35,2026-07-21T03:43:24.160259,188.6,64.4,0.00,False,NONE,2,2
36,2026-07-21T03:43:29.429202,193.9,48.8,0.40,True,RETRY,2,2
37,2026-07-21T03:43:36.127278,200.6,336.2,0.00,True,SCALE_UP,2,13
38,2026-07-21T03:43:41.299133,205.8,31.0,0.60,True,FALLBACK,2,2
39,2026-07-21T03:43:47.145202,211.6,164.1,0.00,True,NONE,2,2
40,2026-07-21T03:43:52.469220,217.0,63.5,0.00,False,NONE,3,3
41,2026-07-21T03:43:57.813219,222.3,65.6,0.00,False,NONE,2,2
42,2026-07-21T03:44:04.538938,229.0,336.5,0.00,True,SCALE_UP,2,18
43,2026-07-21T03:44:09.898407,234.4,70.5,0.00,False,NONE,2,2
44,2026-07-21T03:44:16.193365,240.7,251.3,0.00,True,SCALE_UP,2,15
45,2026-07-21T03:44:23.087395,247.6,371.6,0.00,True,SCALE_UP,2,13
46,2026-07-21T03:44:29.909721,254.4,360.6,0.00,True,SCALE_UP,3,15
47,2026-07-21T03:44:37.523239,262.0,517.4,0.00,True,SCALE_UP,2,13
48,2026-07-21T03:44:42.871767,267.4,64.6,0.00,False,NONE,2,2
49,2026-07-21T03:44:50.428512,274.9,508.1,0.00,True,SCALE_UP,2,13
50,2026-07-21T03:44:55.828052,280.3,74.7,0.00,False,NONE,2,2
51,2026-07-21T03:45:02.699947,287.2,367.2,0.00,True,SCALE_UP,2,13
52,2026-07-21T03:45:08.000447,292.5,59.0,0.00,False,NONE,2,2
53,2026-07-21T03:45:13.379489,297.9,70.9,0.00,False,NONE,2,2
54,2026-07-21T03:45:18.763267,303.3,71.7,0.00,False,NONE,2,2
55,2026-07-21T03:45:24.105548,308.6,67.4,0.00,False,NONE,2,2
56,2026-07-21T03:45:30.966310,315.5,368.9,0.00,True,SCALE_UP,2,13
57,2026-07-21T03:45:36.309864,320.8,63.9,0.00,False,NONE,2,2
58,2026-07-21T03:45:41.621622,326.1,58.4,0.00,False,NONE,2,2
59,2026-07-21T03:45:46.982112,331.5,66.1,0.00,False,NONE,2,2
60,2026-07-21T03:45:59.437889,343.9,1483.8,0.00,True,SCALE_UP,2,14
61,2026-07-21T03:46:11.181287,355.7,1345.4,0.00,True,SCALE_UP,2,13
62,2026-07-21T03:46:24.321426,368.8,1622.0,0.00,True,SCALE_UP,2,13
63,2026-07-21T03:46:37.731639,382.2,1675.0,0.00,True,SCALE_UP,2,14
64,2026-07-21T03:46:50.388572,394.9,1528.1,0.00,True,SCALE_UP,2,13
65,2026-07-21T03:47:02.959669,407.4,1510.4,0.00,True,SCALE_UP,2,16
66,2026-07-21T03:47:15.282645,419.8,1461.1,0.00,True,SCALE_UP,2,14
67,2026-07-21T03:47:26.849708,431.3,1310.0,0.00,True,SCALE_UP,2,13
68,2026-07-21T03:47:39.063288,443.6,1439.4,0.00,True,SCALE_UP,2,13
69,2026-07-21T03:47:52.921772,457.4,1768.4,0.00,True,SCALE_UP,2,13
70,2026-07-21T03:48:05.289516,469.8,1470.1,0.00,True,SCALE_UP,2,14
71,2026-07-21T03:48:17.075007,481.6,1353.7,0.00,True,SCALE_UP,2,14
72,2026-07-21T03:48:29.077437,493.6,1397.1,0.00,True,SCALE_UP,2,13
73,2026-07-21T03:48:42.544556,507.0,1688.1,0.20,True,SCALE_UP,2,13
