ts,elapsed_s,latency_ms,ok,sla_violated
1784603221.327,0.1,84.9,True,False
1784603221.510,0.3,82.8,True,False
1784603221.669,0.4,58.6,True,False
1784603221.828,0.6,58.6,True,False
1784603221.987,0.7,58.9,True,False
1784603222.161,0.9,73.3,True,False
1784603222.320,1.1,59.2,True,False
1784603222.502,1.3,81.6,True,False
1784603222.661,1.4,58.6,True,False
1784603222.821,1.6,59.6,True,False
1784603222.998,1.8,76.7,True,False
1784603223.167,1.9,69.2,True,False
1784603223.326,2.1,58.3,True,False
1784603223.485,2.2,58.7,True,False
1784603223.644,2.4,59.0,True,False
1784603223.803,2.6,59.2,True,False
1784603223.986,2.7,82.0,True,False
1784603224.145,2.9,58.9,True,False
1784603224.324,3.1,79.0,True,False
1784603224.494,3.3,68.9,True,False
1784603224.664,3.4,70.5,True,False
1784603224.823,3.6,58.6,True,False
1784603225.005,3.8,81.5,True,False
1784603225.164,3.9,58.2,True,False
1784603225.323,4.1,58.7,True,False
1784603225.482,4.2,58.5,True,False
1784603225.641,4.4,58.6,True,False
1784603225.800,4.6,58.8,True,False
1784603225.959,4.7,58.8,True,False
1784603226.118,4.9,58.8,True,False
1784603226.277,5.0,58.5,True,False
1784603226.456,5.2,79.3,True,False
1784603226.615,5.4,58.6,True,False
1784603226.773,5.5,57.5,True,False
1784603226.931,5.7,58.4,True,False
1784603227.104,5.9,71.7,True,False
1784603227.273,6.0,68.9,True,False
1784603227.431,6.2,58.3,True,False
1784603227.611,6.4,80.0,True,False
1784603227.770,6.5,58.6,True,False
1784603227.950,6.7,79.0,True,False
1784603228.121,6.9,71.6,True,False
1784603228.302,7.1,80.2,True,False
1784603228.470,7.2,68.3,True,False
1784603228.629,7.4,58.4,True,False
1784603228.788,7.5,58.4,True,False
1784603228.969,7.7,81.3,True,False
1784603229.129,7.9,59.3,True,False
1784603229.308,8.1,78.9,True,False
1784603229.467,8.2,59.2,True,False
1784603229.626,8.4,58.8,True,False
1784603229.785,8.5,58.7,True,False
1784603229.944,8.7,59.2,True,False
1784603230.103,8.9,58.8,True,False
1784603230.263,9.0,58.9,True,False
1784603230.437,9.2,73.8,True,False
1784603230.606,9.4,68.5,True,False
1784603230.765,9.5,58.5,True,False
1784603230.932,9.7,67.6,True,False
1784603231.100,9.9,67.6,True,False
1784603231.269,10.0,69.1,True,False
1784603231.441,10.2,70.6,True,False
1784603231.599,10.4,58.2,True,False
1784603231.781,10.5,81.2,True,False
1784603231.941,10.7,59.2,True,False
1784603232.099,10.9,58.1,True,False
1784603232.273,11.0,74.3,True,False
1784603232.444,11.2,69.6,True,False
1784603232.602,11.4,58.1,True,False
1784603232.761,11.5,58.6,True,False
1784603232.942,11.7,80.5,True,False
1784603233.111,11.9,69.0,True,False
1784603233.283,12.0,71.6,True,False
1784603233.442,12.2,59.2,True,False
1784603233.623,12.4,80.6,True,False
1784603233.794,12.6,70.6,True,False
1784603233.953,12.7,58.3,True,False
1784603234.112,12.9,58.6,True,False
1784603234.271,13.0,58.8,True,False
1784603234.429,13.2,58.4,True,False
1784603234.607,13.4,77.7,True,False
1784603234.766,13.5,58.7,True,False
1784603234.925,13.7,58.6,True,False
1784603235.101,13.9,76.0,True,False
1784603235.260,14.0,59.0,True,False
1784603235.419,14.2,58.3,True,False
1784603235.578,14.3,58.6,True,False
1784603235.747,14.5,69.0,True,False
1784603235.918,14.7,70.6,True,False
1784603236.077,14.8,58.5,True,False
1784603236.236,15.0,58.9,True,False
