cycle,timestamp_iso,elapsed_s,avg_latency_ms,error_rate,is_anomaly,action,inference_ms,total_cycle_ms
1,2026-07-21T04:13:30.658011,0.4,76.8,0.00,False,NONE,2,2
2,2026-07-21T04:13:36.027980,5.8,68.8,0.00,False,NONE,2,2
3,2026-07-21T04:13:41.362508,11.1,62.3,0.00,False,NONE,2,2
4,2026-07-21T04:13:46.674032,16.4,61.3,0.00,False,NONE,2,2
5,2026-07-21T04:13:52.004366,21.8,64.9,0.00,False,NONE,2,2
6,2026-07-21T04:13:57.326959,27.1,63.4,0.00,False,NONE,2,2
7,2026-07-21T04:14:02.668300,32.4,62.6,0.00,False,NONE,2,2
8,2026-07-21T04:14:07.980861,37.7,61.4,0.00,False,NONE,2,2
9,2026-07-21T04:14:13.327930,43.1,63.9,0.00,False,NONE,2,2
10,2026-07-21T04:14:18.706943,48.5,70.3,0.00,False,NONE,2,2
11,2026-07-21T04:14:24.045029,53.8,63.3,0.00,False,NONE,2,2
12,2026-07-21T04:14:29.397399,59.2,69.5,0.00,False,NONE,2,2
13,2026-07-21T04:14:34.775362,64.5,70.2,0.00,False,NONE,2,2
14,2026-07-21T04:14:41.044069,70.8,249.4,0.00,True,SCALE_UP,2,18
15,2026-07-21T04:14:46.409108,76.2,68.0,0.00,False,NONE,2,2
16,2026-07-21T04:14:51.762384,81.5,65.1,0.00,False,NONE,3,3
17,2026-07-21T04:14:58.473966,88.2,335.7,0.00,True,SCALE_UP,2,13
18,2026-07-21T04:15:03.807062,93.6,60.8,0.00,False,NONE,2,2
19,2026-07-21T04:15:09.140702,98.9,60.5,0.00,False,NONE,3,3
20,2026-07-21T04:15:15.369895,105.1,242.3,0.00,True,SCALE_UP,2,14
21,2026-07-21T04:15:21.627059,111.4,248.1,0.00,True,SCALE_UP,2,13
22,2026-07-21T04:15:27.001592,116.8,69.1,0.00,False,NONE,2,2
23,2026-07-21T04:15:33.731015,123.5,338.7,0.00,True,SCALE_UP,2,13
24,2026-07-21T04:15:39.053125,128.8,58.7,0.00,False,NONE,2,2
25,2026-07-21T04:15:45.313751,135.1,245.3,0.00,True,SCALE_UP,2,13
26,2026-07-21T04:15:50.678276,140.4,67.9,0.00,False,NONE,2,2
27,2026-07-21T04:15:55.995066,145.7,62.3,0.00,False,NONE,2,2
28,2026-07-21T04:16:01.345049,151.1,68.6,0.00,False,NONE,3,3
29,2026-07-21T04:16:06.673079,156.4,60.0,0.00,False,NONE,2,2
30,2026-07-21T04:16:13.400717,163.2,337.9,0.00,True,SCALE_UP,2,16
31,2026-07-21T04:16:19.570203,169.3,230.5,0.20,True,SCALE_UP,2,13
32,2026-07-21T04:16:25.216420,175.0,124.2,0.60,True,FALLBACK,2,2
33,2026-07-21T04:16:31.428794,181.2,235.8,0.20,True,SCALE_UP,2,13
34,2026-07-21T04:16:36.832758,186.6,76.0,0.00,False,NONE,2,2
35,2026-07-21T04:16:42.165494,191.9,61.1,0.00,False,NONE,2,2
36,2026-07-21T04:16:47.496883,197.3,61.4,0.00,False,NONE,2,2
37,2026-07-21T04:16:52.875388,202.6,70.1,0.00,False,NONE,2,2
38,2026-07-21T04:16:58.226013,208.0,65.1,0.00,False,NONE,2,2
39,2026-07-21T04:17:03.567809,213.3,63.2,0.00,False,NONE,2,2
40,2026-07-21T04:17:08.949249,218.7,70.3,0.00,False,NONE,2,2
41,2026-07-21T04:17:14.302640,224.1,69.7,0.00,False,NONE,2,2
42,2026-07-21T04:17:19.637880,229.4,63.0,0.00,False,NONE,3,3
43,2026-07-21T04:17:24.997899,234.8,66.9,0.00,False,NONE,2,2
44,2026-07-21T04:17:30.316675,240.1,62.7,0.00,False,NONE,2,2
45,2026-07-21T04:17:37.928373,247.7,518.1,0.00,True,SCALE_UP,2,17
46,2026-07-21T04:17:46.143758,255.9,635.6,0.00,True,SCALE_UP,2,14
47,2026-07-21T04:17:53.018740,262.8,367.9,0.00,True,SCALE_UP,2,13
48,2026-07-21T04:18:01.219455,271.0,631.9,0.00,True,SCALE_UP,2,13
49,2026-07-21T04:18:06.567611,276.3,64.4,0.00,False,NONE,3,3
50,2026-07-21T04:18:11.929626,281.7,66.4,0.00,False,NONE,2,2
51,2026-07-21T04:18:17.262772,287.0,65.6,0.00,False,NONE,2,2
52,2026-07-21T04:18:22.586487,292.3,63.3,0.00,False,NONE,3,3
53,2026-07-21T04:18:27.934926,297.7,68.6,0.00,False,NONE,2,2
54,2026-07-21T04:18:33.292985,303.0,70.4,0.00,False,NONE,3,3
55,2026-07-21T04:18:38.638100,308.4,68.0,0.00,False,NONE,2,2
56,2026-07-21T04:18:46.249553,316.0,516.2,0.00,True,SCALE_UP,2,13
57,2026-07-21T04:18:53.863894,323.6,517.5,0.00,True,SCALE_UP,2,13
58,2026-07-21T04:19:01.450712,331.2,511.3,0.00,True,SCALE_UP,3,15
59,2026-07-21T04:19:14.661228,344.4,1633.7,0.00,True,SCALE_UP,2,13
60,2026-07-21T04:19:26.619768,356.4,1388.5,0.00,True,SCALE_UP,2,13
61,2026-07-21T04:19:38.374384,368.1,1347.5,0.00,True,SCALE_UP,2,14
62,2026-07-21T04:19:50.153950,379.9,1352.1,0.00,True,SCALE_UP,2,15
63,2026-07-21T04:20:01.990276,391.7,1364.0,0.00,True,SCALE_UP,2,13
64,2026-07-21T04:20:13.760912,403.5,1347.0,0.00,True,SCALE_UP,3,18
65,2026-07-21T04:20:26.738803,416.5,1592.0,0.00,True,SCALE_UP,2,14
66,2026-07-21T04:20:39.961530,429.7,1639.0,0.00,True,SCALE_UP,2,14
67,2026-07-21T04:20:53.904227,443.7,1785.3,0.00,True,SCALE_UP,2,13
68,2026-07-21T04:21:05.634664,455.4,1338.7,0.00,True,SCALE_UP,2,13
69,2026-07-21T04:21:17.972493,467.7,1460.0,0.00,True,SCALE_UP,2,13
70,2026-07-21T04:21:31.261026,481.0,1653.3,0.00,True,SCALE_UP,2,18
71,2026-07-21T04:21:43.293461,493.0,1402.5,0.00,True,SCALE_UP,2,16
72,2026-07-21T04:21:57.303431,507.1,1798.8,0.20,True,SCALE_UP,2,13
73,2026-07-21T04:22:02.619497,512.4,62.1,0.00,False,NONE,2,2
74,2026-07-21T04:22:09.458261,519.2,360.3,0.00,True,SCALE_UP,2,13
75,2026-07-21T04:22:14.768757,524.5,61.1,0.00,False,NONE,2,2
76,2026-07-21T04:22:20.140289,529.9,68.9,0.00,False,NONE,2,2
77,2026-07-21T04:22:25.522942,535.3,71.6,0.00,False,NONE,2,2
78,2026-07-21T04:22:30.893322,540.6,72.9,0.00,False,NONE,2,2
79,2026-07-21T04:22:36.235203,546.0,67.3,0.00,False,NONE,2,2
80,2026-07-21T04:22:41.615431,551.4,70.6,0.00,False,NONE,2,2
81,2026-07-21T04:22:46.959754,556.7,63.1,0.00,False,NONE,2,2
82,2026-07-21T04:22:52.296072,562.0,66.1,0.00,False,NONE,2,2
83,2026-07-21T04:23:03.740112,573.5,1285.1,1.00,True,FALLBACK,2,2
84,2026-07-21T04:23:15.138701,584.9,1278.6,1.00,True,FALLBACK,2,2
85,2026-07-21T04:23:26.279200,596.0,1222.8,1.00,True,FALLBACK,2,2
86,2026-07-21T04:23:38.396105,608.1,1422.2,1.00,True,FALLBACK,2,2
87,2026-07-21T04:23:50.765883,620.5,1470.2,1.00,True,FALLBACK,2,2
88,2026-07-21T04:24:00.667079,630.4,973.1,0.20,True,SCALE_UP,2,18
89,2026-07-21T04:24:06.036050,635.8,72.7,0.00,False,NONE,2,2
90,2026-07-21T04:24:11.452610,641.2,78.3,0.00,False,NONE,2,2
91,2026-07-21T04:24:16.792919,646.5,66.8,0.00,False,NONE,2,2
92,2026-07-21T04:24:22.202281,652.0,76.7,0.00,False,NONE,3,3
93,2026-07-21T04:24:29.828446,659.6,521.8,0.00,True,SCALE_UP,2,13
94,2026-07-21T04:24:35.184262,664.9,67.5,0.00,False,NONE,2,2
95,2026-07-21T04:24:42.052077,671.8,365.1,0.00,True,SCALE_UP,2,14
96,2026-07-21T04:24:47.411546,677.2,66.6,0.00,False,NONE,2,2
97,2026-07-21T04:24:52.727711,682.5,59.9,0.00,False,NONE,2,2
98,2026-07-21T04:24:58.066321,687.8,62.1,0.00,False,NONE,2,2
99,2026-07-21T04:25:03.409178,693.2,65.3,0.00,False,NONE,2,2
100,2026-07-21T04:25:10.246536,700.0,360.5,0.00,True,SCALE_UP,2,13
101,2026-07-21T04:25:15.543336,705.3,58.3,0.00,False,NONE,2,2
102,2026-07-21T04:25:20.917844,710.7,69.0,0.00,False,NONE,2,2
103,2026-07-21T04:25:26.262680,716.0,63.6,0.00,False,NONE,2,2
104,2026-07-21T04:25:31.639077,721.4,69.6,0.00,False,NONE,2,2
105,2026-07-21T04:25:36.951827,726.7,61.4,0.00,False,NONE,2,2
106,2026-07-21T04:25:44.559912,734.3,518.0,0.00,True,SCALE_UP,2,14
107,2026-07-21T04:25:52.142159,741.9,508.6,0.00,True,SCALE_UP,2,15
108,2026-07-21T04:26:05.540166,755.3,1674.0,1.00,True,FALLBACK,3,3
