ts,elapsed_s,latency_ms,ok,sla_violated
1781031606.572,0.1,98.5,True,False
1781031606.729,0.3,57.1,True,False
1781031606.886,0.4,56.7,True,False
1781031607.051,0.6,64.2,True,False
1781031607.208,0.7,56.4,True,False
1781031607.378,0.9,69.8,True,False
1781031607.534,1.1,56.0,True,False
1781031607.691,1.2,56.0,True,False
1781031607.847,1.4,55.9,True,False
1781031608.003,1.5,56.2,True,False
1781031608.160,1.7,55.9,True,False
1781031608.316,1.8,56.2,True,False
1781031608.481,2.0,64.4,True,False
1781031608.660,2.2,79.6,True,False
1781031608.817,2.3,56.2,True,False
1781031608.973,2.5,55.9,True,False
1781031609.129,2.7,55.9,True,False
1781031609.286,2.8,56.1,True,False
1781031609.460,3.0,74.2,True,False
1781031609.617,3.1,56.4,True,False
1781031609.786,3.3,69.3,True,False
1781031609.943,3.5,56.3,True,False
1781031610.114,3.6,71.0,True,False
1781031610.270,3.8,56.1,True,False
1781031610.426,4.0,56.0,True,False
1781031610.584,4.1,56.8,True,False
1781031610.741,4.3,56.6,True,False
1781031610.898,4.4,56.7,True,False
1781031611.054,4.6,56.0,True,False
1781031611.211,4.7,56.3,True,False
1781031611.367,4.9,56.5,True,False
1781031611.536,5.1,68.9,True,False
1781031611.693,5.2,56.0,True,False
1781031611.849,5.4,55.9,True,False
1781031612.006,5.5,56.4,True,False
1781031612.163,5.7,56.6,True,False
1781031612.319,5.8,56.5,True,False
1781031612.476,6.0,56.2,True,False
1781031612.632,6.2,56.2,True,False
1781031612.789,6.3,56.1,True,False
1781031612.945,6.5,56.1,True,False
1781031613.102,6.6,56.4,True,False
1781031613.258,6.8,56.5,True,False
1781031613.415,6.9,56.4,True,False
1781031613.572,7.1,55.9,True,False
1781031613.728,7.3,56.2,True,False
1781031613.884,7.4,56.0,True,False
1781031614.041,7.6,56.1,True,False
1781031614.197,7.7,55.8,True,False
1781031614.354,7.9,56.2,True,False
1781031614.522,8.0,67.9,True,False
1781031614.680,8.2,57.5,True,False
1781031614.836,8.4,55.9,True,False
1781031614.992,8.5,56.2,True,False
1781031615.158,8.7,65.2,True,False
1781031615.315,8.8,56.7,True,False
1781031615.471,9.0,56.3,True,False
1781031615.627,9.2,55.9,True,False
1781031615.784,9.3,56.4,True,False
1781031615.941,9.5,56.6,True,False
1781031616.098,9.6,56.7,True,False
1781031616.254,9.8,56.0,True,False
1781031616.411,9.9,56.4,True,False
1781031616.568,10.1,56.3,True,False
1781031616.724,10.3,55.9,True,False
1781031616.880,10.4,55.7,True,False
1781031617.037,10.6,55.9,True,False
1781031617.202,10.7,65.0,True,False
1781031617.358,10.9,56.1,True,False
1781031617.514,11.0,56.1,True,False
1781031617.671,11.2,56.3,True,False
1781031617.828,11.4,56.5,True,False
1781031617.984,11.5,55.9,True,False
1781031618.140,11.7,55.8,True,False
1781031618.296,11.8,56.0,True,False
1781031618.453,12.0,56.2,True,False
1781031618.623,12.1,70.1,True,False
1781031618.780,12.3,55.8,True,False
1781031618.936,12.5,55.9,True,False
1781031619.092,12.6,56.1,True,False
1781031619.259,12.8,66.5,True,False
1781031619.416,12.9,56.0,True,False
1781031619.572,13.1,56.0,True,False
1781031619.728,13.3,55.9,True,False
1781031619.885,13.4,56.5,True,False
1781031620.042,13.6,56.0,True,False
1781031620.198,13.7,56.2,True,False
1781031620.355,13.9,55.8,True,False
1781031620.511,14.0,56.1,True,False
1781031620.668,14.2,56.3,True,False
1781031620.823,14.3,55.6,True,False
1781031620.980,14.5,56.2,True,False
1781031621.136,14.7,56.4,True,False
1781031621.293,14.8,56.6,True,False
1781031621.450,15.0,56.8,True,False
1781031621.607,15.1,55.7,True,False
1781031621.762,15.3,55.7,True,False
1781031621.918,15.4,55.0,True,False
1781031622.074,15.6,55.9,True,False
1781031622.230,15.8,56.0,True,False
1781031622.386,15.9,55.9,True,False
1781031622.543,16.1,56.5,True,False
1781031622.699,16.2,56.0,True,False
1781031622.855,16.4,56.2,True,False
1781031623.012,16.5,56.3,True,False
1781031623.168,16.7,56.0,True,False
1781031623.325,16.9,56.1,True,False
1781031623.482,17.0,56.5,True,False
1781031623.638,17.2,55.9,True,False
1781031623.795,17.3,56.7,True,False
1781031623.971,17.5,75.6,True,False
1781031624.128,17.7,56.5,True,False
1781031624.284,17.8,56.0,True,False
1781031624.440,18.0,55.9,True,False
1781031624.597,18.1,56.2,True,False
1781031624.754,18.3,56.2,True,False
1781031624.911,18.4,56.5,True,False
1781031625.068,18.6,56.5,True,False
1781031625.225,18.8,57.2,True,False
1781031625.381,18.9,56.0,True,False
1781031625.538,19.1,56.3,True,False
1781031625.694,19.2,56.0,True,False
1781031625.850,19.4,56.0,True,False
1781031626.006,19.5,55.8,True,False
1781031626.177,19.7,70.9,True,False
1781031626.335,19.9,56.6,True,False
1781031626.492,20.0,56.7,True,False
1781031626.672,20.2,79.4,True,False
1781031626.828,20.4,56.2,True,False
1781031626.996,20.5,67.5,True,False
1781031627.152,20.7,55.9,True,False
1781031627.308,20.8,55.6,True,False
1781031627.474,21.0,66.0,True,False
1781031627.631,21.2,56.0,True,False
1781031627.788,21.3,56.5,True,False
1781031627.956,21.5,67.8,True,False
1781031628.113,21.6,56.4,True,False
1781031628.269,21.8,56.1,True,False
1781031628.426,22.0,56.0,True,False
1781031628.582,22.1,55.8,True,False
1781031628.738,22.3,56.1,True,False
1781031628.895,22.4,56.2,True,False
1781031629.052,22.6,56.5,True,False
1781031629.228,22.8,75.8,True,False
1781031629.385,22.9,56.4,True,False
1781031629.541,23.1,56.2,True,False
1781031629.697,23.2,55.9,True,False
1781031629.854,23.4,56.0,True,False
1781031630.011,23.5,56.3,True,False
1781031630.167,23.7,56.0,True,False
1781031630.343,23.9,75.8,True,False
1781031630.512,24.0,68.9,True,False
1781031630.669,24.2,56.3,True,False
1781031630.826,24.4,56.2,True,False
1781031630.982,24.5,56.0,True,False
1781031631.139,24.7,56.1,True,False
1781031631.295,24.8,56.2,True,False
1781031631.451,25.0,56.2,True,False
1781031631.628,25.2,75.7,True,False
1781031631.799,25.3,71.4,True,False
1781031631.956,25.5,56.2,True,False
1781031632.125,25.7,69.1,True,False
1781031632.282,25.8,56.2,True,False
