ts,elapsed_s,latency_ms,ok,sla_violated
1781024987.843,0.1,99.9,True,False
1781024988.000,0.3,56.0,True,False
1781024988.177,0.4,77.1,True,False
1781024988.334,0.6,56.3,True,False
1781024988.490,0.7,56.2,True,False
1781024988.669,0.9,79.4,True,False
1781024988.847,1.1,77.6,True,False
1781024989.018,1.3,70.6,True,False
1781024989.175,1.4,55.9,True,False
1781024989.331,1.6,56.2,True,False
1781024989.488,1.7,56.4,True,False
1781024989.644,1.9,55.8,True,False
1781024989.800,2.1,55.9,True,False
1781024989.957,2.2,56.4,True,False
1781024990.130,2.4,72.6,True,False
1781024990.287,2.5,56.3,True,False
1781024990.452,2.7,64.7,True,False
1781024990.608,2.9,55.9,True,False
1781024990.765,3.0,56.1,True,False
1781024990.921,3.2,56.1,True,False
1781024991.078,3.3,56.3,True,False
1781024991.235,3.5,56.2,True,False
1781024991.391,3.6,56.0,True,False
1781024991.547,3.8,56.0,True,False
1781024991.704,4.0,56.1,True,False
1781024991.860,4.1,55.9,True,False
1781024992.017,4.3,56.8,True,False
1781024992.174,4.4,56.2,True,False
1781024992.343,4.6,68.2,True,False
1781024992.501,4.8,57.6,True,False
1781024992.657,4.9,56.2,True,False
1781024992.813,5.1,56.2,True,False
1781024992.970,5.2,56.6,True,False
1781024993.127,5.4,56.5,True,False
1781024993.284,5.5,56.7,True,False
1781024993.441,5.7,56.4,True,False
1781024993.598,5.9,56.4,True,False
1781024993.754,6.0,56.2,True,False
1781024993.910,6.2,55.9,True,False
1781024994.067,6.3,56.1,True,False
1781024994.223,6.5,56.0,True,False
1781024994.380,6.6,56.5,True,False
1781024994.536,6.8,56.1,True,False
1781024994.692,6.9,56.4,True,False
1781024994.849,7.1,56.4,True,False
1781024995.006,7.3,56.4,True,False
1781024995.162,7.4,56.1,True,False
1781024995.318,7.6,56.0,True,False
1781024995.475,7.7,56.3,True,False
1781024995.631,7.9,56.1,True,False
1781024995.787,8.0,56.1,True,False
1781024995.944,8.2,56.8,True,False
1781024996.101,8.4,56.6,True,False
1781024996.258,8.5,56.6,True,False
1781024996.415,8.7,56.4,True,False
1781024996.571,8.8,56.1,True,False
1781024996.728,9.0,56.4,True,False
1781024996.884,9.1,56.0,True,False
1781024997.041,9.3,56.2,True,False
1781024997.197,9.5,56.3,True,False
1781024997.363,9.6,65.4,True,False
1781024997.521,9.8,57.3,True,False
1781024997.676,9.9,55.6,True,False
1781024997.833,10.1,56.5,True,False
1781024997.991,10.2,57.7,True,False
1781024998.148,10.4,56.6,True,False
1781024998.304,10.6,56.1,True,False
1781024998.459,10.7,55.6,True,False
1781024998.615,10.9,56.0,True,False
1781024998.772,11.0,56.2,True,False
1781024998.928,11.2,55.9,True,False
1781024999.084,11.3,56.2,True,False
1781024999.241,11.5,56.6,True,False
1781024999.398,11.7,55.8,True,False
1781024999.554,11.8,55.9,True,False
1781024999.710,12.0,55.9,True,False
1781024999.866,12.1,56.5,True,False
1781025000.023,12.3,56.2,True,False
1781025000.179,12.4,56.1,True,False
1781025000.336,12.6,55.8,True,False
1781025000.492,12.7,56.2,True,False
1781025000.649,12.9,56.3,True,False
1781025000.805,13.1,56.1,True,False
1781025000.961,13.2,56.1,True,False
1781025001.118,13.4,56.0,True,False
1781025001.274,13.5,55.9,True,False
1781025001.430,13.7,56.2,True,False
1781025001.587,13.8,56.2,True,False
1781025001.743,14.0,56.1,True,False
1781025001.900,14.2,56.3,True,False
1781025002.057,14.3,56.4,True,False
1781025002.213,14.5,56.1,True,False
1781025002.370,14.6,56.5,True,False
1781025002.526,14.8,56.2,True,False
1781025002.684,14.9,57.1,True,False
1781025002.840,15.1,56.2,True,False
1781025002.997,15.3,56.6,True,False
1781025003.155,15.4,57.7,True,False
1781025003.312,15.6,56.5,True,False
1781025003.469,15.7,56.6,True,False
1781025003.625,15.9,56.8,True,False
1781025003.782,16.0,56.2,True,False
1781025003.938,16.2,56.3,True,False
1781025004.095,16.4,56.6,True,False
1781025004.252,16.5,56.4,True,False
1781025004.409,16.7,56.8,True,False
1781025004.566,16.8,56.2,True,False
1781025004.723,17.0,56.7,True,False
1781025004.879,17.1,56.1,True,False
1781025005.036,17.3,56.6,True,False
1781025005.193,17.4,56.0,True,False
1781025005.349,17.6,56.2,True,False
1781025005.505,17.8,55.9,True,False
1781025005.662,17.9,56.2,True,False
1781025005.818,18.1,56.1,True,False
1781025005.975,18.2,56.4,True,False
1781025006.131,18.4,56.3,True,False
