ts,elapsed_s,latency_ms,ok,sla_violated
1781022703.033,0.1,101.4,True,False
1781022703.189,0.3,55.9,True,False
1781022703.357,0.4,67.0,True,False
1781022703.513,0.6,55.8,True,False
1781022703.669,0.7,55.9,True,False
1781022703.825,0.9,55.8,True,False
1781022703.982,1.1,56.1,True,False
1781022704.149,1.2,66.8,True,False
1781022704.305,1.4,56.2,True,False
1781022704.473,1.5,67.4,True,False
1781022704.629,1.7,56.0,True,False
1781022704.785,1.9,56.3,True,False
1781022704.942,2.0,56.3,True,False
1781022705.098,2.2,56.0,True,False
1781022705.278,2.3,79.2,True,False
1781022705.434,2.5,56.0,True,False
1781022705.591,2.7,56.0,True,False
1781022705.757,2.8,66.3,True,False
1781022705.914,3.0,55.9,True,False
1781022706.070,3.1,55.7,True,False
1781022706.226,3.3,56.0,True,False
1781022706.382,3.5,55.8,True,False
1781022706.547,3.6,64.9,True,False
1781022706.704,3.8,56.1,True,False
1781022706.860,3.9,55.9,True,False
1781022707.029,4.1,68.0,True,False
1781022707.185,4.3,56.1,True,False
1781022707.342,4.4,56.7,True,False
1781022707.499,4.6,56.2,True,False
1781022707.655,4.7,55.9,True,False
1781022707.811,4.9,56.1,True,False
1781022707.968,5.0,56.6,True,False
1781022708.125,5.2,56.4,True,False
1781022708.282,5.3,55.9,True,False
1781022708.439,5.5,56.8,True,False
1781022708.618,5.7,78.4,True,False
1781022708.774,5.8,56.0,True,False
1781022708.930,6.0,56.0,True,False
1781022709.087,6.2,56.5,True,False
1781022709.244,6.3,56.2,True,False
1781022709.400,6.5,55.9,True,False
1781022709.556,6.6,56.2,True,False
1781022709.713,6.8,56.1,True,False
1781022709.869,6.9,55.7,True,False
1781022710.026,7.1,56.1,True,False
1781022710.181,7.2,55.7,True,False
1781022710.338,7.4,56.2,True,False
1781022710.507,7.6,69.1,True,False
1781022710.677,7.7,69.1,True,False
1781022710.833,7.9,56.1,True,False
1781022710.990,8.1,56.0,True,False
1781022711.146,8.2,55.9,True,False
1781022711.302,8.4,56.2,True,False
1781022711.459,8.5,56.0,True,False
1781022711.615,8.7,56.4,True,False
1781022711.772,8.8,56.0,True,False
1781022711.928,9.0,56.0,True,False
1781022712.084,9.2,55.9,True,False
1781022712.241,9.3,56.5,True,False
1781022712.398,9.5,56.1,True,False
1781022712.556,9.6,57.3,True,False
1781022712.712,9.8,56.1,True,False
1781022712.868,9.9,55.9,True,False
1781022713.025,10.1,56.0,True,False
1781022713.181,10.2,56.6,True,False
1781022713.338,10.4,56.2,True,False
1781022713.494,10.6,55.9,True,False
1781022713.650,10.7,56.1,True,False
1781022713.806,10.9,55.9,True,False
1781022713.963,11.0,56.1,True,False
1781022714.119,11.2,56.1,True,False
1781022714.276,11.3,56.4,True,False
1781022714.432,11.5,56.0,True,False
1781022714.589,11.7,56.5,True,False
1781022714.747,11.8,57.9,True,False
1781022714.904,12.0,56.7,True,False
1781022715.061,12.1,56.3,True,False
1781022715.217,12.3,56.0,True,False
1781022715.373,12.4,56.1,True,False
1781022715.530,12.6,56.2,True,False
1781022715.687,12.8,56.6,True,False
1781022715.843,12.9,56.3,True,False
1781022715.999,13.1,56.2,True,False
1781022716.156,13.2,56.0,True,False
1781022716.312,13.4,56.1,True,False
1781022716.469,13.5,56.3,True,False
1781022716.625,13.7,56.6,True,False
1781022716.782,13.9,56.6,True,False
1781022716.939,14.0,56.3,True,False
1781022717.096,14.2,56.3,True,False
1781022717.253,14.3,56.5,True,False
1781022717.410,14.5,56.6,True,False
1781022717.567,14.6,56.7,True,False
1781022717.723,14.8,56.1,True,False
1781022717.880,14.9,56.4,True,False
1781022718.036,15.1,56.4,True,False
1781022718.193,15.3,56.7,True,False
1781022718.351,15.4,56.8,True,False
1781022718.507,15.6,56.5,True,False
1781022718.664,15.7,56.4,True,False
1781022718.821,15.9,56.3,True,False
1781022718.978,16.0,56.7,True,False
1781022719.134,16.2,56.4,True,False
1781022719.291,16.4,56.7,True,False
1781022719.448,16.5,56.4,True,False
1781022719.604,16.7,55.8,True,False
1781022719.760,16.8,56.3,True,False
1781022719.934,17.0,73.5,True,False
1781022720.090,17.2,56.2,True,False
1781022720.247,17.3,56.3,True,False
1781022720.404,17.5,56.3,True,False
1781022720.561,17.6,57.1,True,False
1781022720.717,17.8,56.2,True,False
1781022720.874,17.9,56.0,True,False
1781022721.030,18.1,56.2,True,False
1781022721.187,18.3,56.4,True,False
1781022721.343,18.4,56.0,True,False
1781022721.500,18.6,56.4,True,False
1781022721.656,18.7,56.3,True,False
1781022721.813,18.9,56.4,True,False
1781022721.970,19.0,56.2,True,False
1781022722.126,19.2,56.1,True,False
1781022722.282,19.4,55.9,True,False
1781022722.439,19.5,56.1,True,False
1781022722.595,19.7,56.1,True,False
1781022722.751,19.8,56.0,True,False
1781022722.907,20.0,56.1,True,False
1781022723.064,20.1,56.0,True,False
